WordID;TurkishWord;EnglishWord;Category;Difficulty
676;Metal;Metal;Objects_Things;2
677;Metre;Meter (or tape measure);Measurement;2
678;Metre kare;Square meters;Measurement;4
679;Meydan;City square, commons;Places_Locations;3
680;Meyve;Fruit;Food_Drink;2
681;Mide;Stomach;Body_Parts;2
682;Miktar;Amount;Concepts;2
683;Millet;People, nation;People;2
684;Milyar;Billion;Numbers;2
685;Milyon;Million;Numbers;3
686;Miras;Inheritance;Concepts;2
687;Misafir;Guest;People;3
688;Mısır;Corn, Egypt;Food_Drink;2
689;Mor;Purple;Colors;1
690;Müdür;Manager;Occupations;2
691;Mum;Candle;Objects_Things;2
692;Mümkün;Possible;Adjectives;3
693;Müsait;Available;Adjectives;2
694;Müşteri;Customer;People;3
695;Mutfak;Kitchen;Places_Locations;2
696;Mutlaka;Absolutely;Adverbs;3
697;Mutlu;Happy;Adjectives;2
698;Mutsuz;Unhappy;Adjectives;2
699;Müzik;Music;Objects_Things;2
700;Nakit;Cash;Finance;2
701;Nasıl;How;Question_Words;2
702;Ne;What;Question_Words;1
703;Neden;Why;Question_Words;3
704;Nefes almak;To breathe;Actions_Activities;4
705;Nehir;River;Places_Locations;2
706;Nerede;Where;Question_Words;3
707;Neredeyse;Almost;Adverbs;4
708;Net;Clear, plain;Adjectives;1
709;Neyse;Anyway;Adverbs;2
710;Nisan;April;Time_Calendar;3
711;Nişanlı;Engaged;Family_Relationships;3
712;Niye;Why (informal);Question_Words;2
713;Nöbetçi;Open during late hours (ER, eczane, etc);Occupations;3
714;Nokta;Point (or period);Objects_Things;2
715;Normal;Normal;Adjectives;2
716;Normalde;Normally;Adverbs;3
717;Numara;Number;Objects_Things;3
718;Öbür;The other (one);Adjectives;2
719;Ocak;January (or stove);Time_Calendar;2
720;Oda;Room;Places_Locations;2
721;Ödemek;To pay (money);Finance;3
722;Odun;Log;Objects_Things;3
723;Öğrenci;Student;Occupations;3
724;Öğretmek;To teach;Actions_Activities;3
725;Öğretmen;Teacher;Occupations;4
726;Oğul;Son;Family_Relationships;2
727;Okul;School;Places_Locations;2
728;Okumak;To read, study;Actions_Activities;3
729;Okyanus;Ocean;Places_Locations;3
730;Olay;Event;Events;2
731;Oldukça;Really;Adverbs;3
732;Öldürmek;To kill;Actions_Activities;3
733;Olmak;To be, to become;Actions_Activities;2
734;Ölmek;To die;Actions_Activities;2
735;Ölüm;Death;Concepts;3
736;Olur;Okay;Adverbs;2
737;On;Ten;Numbers;2
738;Onaylamak;To condone, accept;Actions_Activities;4
739;Önce;Before;Adverbs;2
740;Önemli;Important;Adjectives;3
741;Orman;Forest;Places_Locations;3
742;Örneğin;For example;Adverbs;4
743;Örnek;Example;Concepts;2
744;Orta;Middle, center;Adjectives;2
745;Ortak;Shared;Adjectives;2
746;Örümcek;Spider;Animals;3
747;Ot;Feed (for an animal);Objects_Things;1
748;Otel;Hotel;Places_Locations;2
749;Otobüs;Bus;Transportation;3
750;Otomobil;Automobile;Transportation;4
751;Oturmak;To sit;Actions_Activities;3
752;Otuz;Thirty;Numbers;2
753;Öykü;Story;Language_Communication;2
754;Öyle;That way, like that;Adverbs;2
755;Oynamak;To play;Actions_Activities;3
756;Oyun;Game;Activities_Games;3
757;Oyuncak;Toy;Objects_Things;3
758;Özel;Special;Adjectives;2
759;Özellikle;Especially;Adverbs;4
760;Özgür;Free (not enslaved);Adjectives;2
761;Özlemek;To miss (someone);Feelings_Emotions;3
762;Özür dilerim;I'm sorry (for a wrong I've done);Language_Communication;6
763;Pahalı;Expensive;Adjectives;3
764;Pamuk;Cotton;Objects_Things;2
765;Pantolon;Pants;Objects_Things;4
766;Para;Money;Finance;2
767;Parça;Part;Objects_Things;2
768;Parmak;Finger;Body_Parts;2
769;Parti;Party;Events;2
770;Pastane;Bakery;Places_Locations;3
771;Patlamak;To explode, to pop;Actions_Activities;3
772;Patlıcan;Eggplant;Food_Drink;4
773;Patron;Employer, boss;Occupations;3
774;Paylaşmak;To share;Actions_Activities;3
775;Pazar;Sunday (or bazaar);Time_Calendar;2
776;Pazartesi;Monday;Time_Calendar;4
777;Pek;Very;Adverbs;1
778;Peki;Well;Adverbs;2
779;Pembe;Pink;Colors;2
780;Pencere;Window;Objects_Things;3
781;Perde;Curtains;Objects_Things;2
782;Perşembe;Thursday;Time_Calendar;3
783;Peşin;Paid up front (not in installments);Adjectives;3
784;Pişman;Regretful;Adjectives;3
785;Plan;Plan;Concepts;2
786;Polis;Police officer;Occupations;2
787;Portakal;Orange;Food_Drink;3
788;Problem;Problem;Concepts;3
789;Program;Schedule, computer program;Objects_Things;3
790;Proje;Project;Concepts;2
791;Puan;Point (in a game);Objects_Things;2
792;Rahat;Comfortable;Adjectives;2
793;Reddetmek;To refuse;Actions_Activities;3
794;Reklam;Advertisement;Concepts;3
795;Renk;Color;Colors;1
796;Resim;Picture;Objects_Things;3
797;Ruh;Spirit;Body_Parts;1
798;Rüya;Dream;Language_Communication;2
799;Rüzgâr;Wind;Weather;1
800;Saat;Time, hour;Objects_Things;1
801;Sabah;Morning;Time_Calendar;2
802;Sabırlı;Patient;Adjectives;3
803;Sabun;Soap;Objects_Things;3
804;Saç;Hair;Body_Parts;1
805;Sade;Plain, unsweetened;Adjectives;2
806;Sadece;Only;Adverbs;3
807;Sağlamak;To provide;Actions_Activities;3
808;Sağlık;health;Concepts;2
809;Sağol;Thanks;Language_Communication;2
810;Sahip;Owner;Concepts;2
811;Sakin;Calm;Adjectives;3
812;Saklamak;To store, to hide (something);Actions_Activities;3
813;Salatalık;Cucumber;Food_Drink;4
814;Salı;Tuesday;Time_Calendar;2
815;Salon;Living room;Places_Locations;3
816;Sanat;Art;Concepts;2
817;Sandalye;Chair;Objects_Things;3
818;Saniye;Second;Measurement;3
819;Sanki;As if;Adverbs;2
820;Sanmak;To think, suppose;Actions_Activities;2
821;Şans;Chance;Concepts;1
822;Şapka;Hat;Objects_Things;2
823;Sarı;Yellow;Colors;2
824;Şarj;Charge (for a phone or other device);Objects_Things;1
825;Şarkı;Song;Language_Communication;2
826;Şart;Condition, need;Concepts;1
827;Satın almak;To purchase;Actions_Activities;4
828;Satmak;To sell;Actions_Activities;2
829;Savaş;War;Events;2
830;Sayfa;Page;Objects_Things;2
831;Saygı;Respect;Concepts;2
832;Sayı;Number;Numbers;2
833;Sebep;Reason, cause;Concepts;2
834;Sebze;Vegetable;Food_Drink;2
835;Seçim;Choice, election;Concepts;3
836;Seçmek;To choose;Actions_Activities;2
837;Şehir;City;Places_Locations;2
838;Sehpa;Coffee table;Objects_Things;2
839;Şeker;Sugar;Food_Drink;2
840;Şekil;Shape;Concepts;2
841;Sekiz;Eight;Numbers;2
842;Seksan;Eighty;Numbers;3
843;Sene;Year;Time_Calendar;2
844;Sepet;Basket;Objects_Things;2
845;Serbest;Free (independent);Adjectives;2
846;Sert;Hard, harsh;Adjectives;1
847;Servis;Shuttle, place setting;Concepts;2
848;Ses;Sound;Perception;1
849;Ses kaydı yapmak;To record (sound);Actions_Activities;5
850;Sevgi;Love;Feelings_Emotions;2
851;Sevinmek;To rejoice, to be happy;Feelings_Emotions;3
852;Sevmek;To love;Feelings_Emotions;2
853;Şey;Thing;Concepts;1
854;Seyretmek;To watch;Actions_Activities;3
855;Sıcak;Warm, friendly;Adjectives;2
856;Şifre;Password;Objects_Things;2
857;Sigara;Cigarette;Objects_Things;3
858;Sigorta;Insurance;Finance;3
859;Şiir;Poem;Language_Communication;1
860;Şikayet etmek;To complain;Actions_Activities;5
861;Sıkılmak;To be bored with;Feelings_Emotions;3
862;Sıkıntı;Trouble;Feelings_Emotions;3
863;Silah;Weapon;Objects_Things;2
864;Silmek;To erase;Actions_Activities;2
865;Şimdi;Now;Adverbs;2
866;Sınav;Exam;Events;2
867;Sinek;Fly (or other similar bug);Animals;2
868;Sınıf;Class;Education;2
869;Sınır;Border, limit;Places_Locations;2
870;Sinirlenmek;To be angry;Feelings_Emotions;4
871;Sipariş vermek;To place an order;Actions_Activities;5
872;Sıra;Turn, queue;Concepts;2
873;Sirke;Vinegar;Food_Drink;2
874;Şirket;Company;Occupations;2
875;Sırt;Back;Body_Parts;1
876;Şişe;Bottle;Objects_Things;2
877;Sistem;System;Concepts;3
878;Sıvı;Liquid;Objects_Things;2
879;Siyah;Black;Colors;2
880;Siyaset;Politics;Concepts;3
881;Soğuk;Cold;Adjectives;2
882;Sohbet etmek;To chat;Actions_Activities;4
883;Sokak;Street, side road;Places_Locations;2
884;Sokmak;To insert, to sting;Actions_Activities;2
885;Sol;Left;Directions;1
886;Son;Last;Adjectives;2
887;Sonbahar;Fall;Time_Calendar;3
888;Sonra;After;Adverbs;2
889;Sonsuz;Forever;Adjectives;2
890;Sonuç;Result;Concepts;2
891;Sormak;To ask;Actions_Activities;2
892;Soru;Question;Language_Communication;2
893;Sorun;Problem;Concepts;3
894;Sos;Sauce;Food_Drink;1
895;Sosyal;Social;Adjectives;2
896;Sote;Saute;Food_Drink;2
897;Söylemek;To say;Language_Communication;3
898;Söz;Word, promise;Language_Communication;1
899;Spor yapmak;To exercise;Activities_Games;3
900;Su;Water;Objects_Things;1
901;Şubat;February;Time_Calendar;2
902;Suç;Crime, fault;Concepts;1
903;Sunmak;To offer, present;Actions_Activities;2
904;Şüphe;Suspicion, doubt;Feelings_Emotions;2
905;Süre;Duration;Concepts;2
906;Sürekli;Continuously;Adjectives;3
907;Sürmek;To spread, to drive;Actions_Activities;2
908;Sürpriz;Surprise;Concepts;2
909;Sürücü;Driver;Occupations;3
910;Susamak;To be thirsty;Feelings_Emotions;3
911;Süt;Milk;Food_Drink;1
912;Tabak;Plate;Objects_Things;2
913;Tabii;Of course;Adverbs;2
914;Tahmin etmek;To predict;Actions_Activities;4
915;Tahta;Wood;Objects_Things;2
916;Takım;Team;Objects_Things;3
917;Takip etmek;To follow;Actions_Activities;4
918;Takmak;To hang up, to attach;Actions_Activities;2
919;Taksit;Payment in installments;Finance;2
920;Talep;Request;Actions_Activities;2
921;Tam;Exact, whole;Adjectives;2
922;Tamam;Okay, finished;Adverbs;3
923;Tamir etmek;To repair;Actions_Activities;4
924;Tane;Piece, unit;Objects_Things;2
925;Tanımak;To know (person);Actions_Activities;3
926;Tanışmak;To meet (for the first time);Actions_Activities;3
927;Taraf;Side;Concepts;2
928;Tarih;Date, history;Time_Calendar;2
929;Tartışmak;To argue;Actions_Activities;3
930;Tarz;Style;Concepts;1
931;Taş;Stone;Objects_Things;1
932;Taşımak;To carry, to move;Actions_Activities;3
933;Tatil;Vacation;Time_Calendar;2
934;Tatlı;Sweet, dessert;Food_Drink;2
935;Tavan;Ceiling;Objects_Things;3
936;Tavşan;Rabbit;Animals;3
937;Tavsiye etmek;To recommend;Actions_Activities;5
938;Taze;Fresh;Adjectives;2
939;Tebrik etmek;To congratulate;Actions_Activities;4
940;Tedavi;Therapy;Actions_Activities;3
941;Tehlike;Danger;Concepts;3
942;Tek;Single, only;Adjectives;1
943;Teknik;Technical, tecnique;Concepts;2
944;Teknoloji;Technology;Concepts;4
945;Tekrar;Again;Adverbs;2
946;Telefon;Telephone;Objects_Things;4
947;Televizyon;Television;Objects_Things;5
948;Tembel;Lazy;Adjectives;2
949;Temel;Foundation;Adjectives;2
950;Temiz;Clean;Adjectives;2
951;Temizlemek;To clean (something);Actions_Activities;4
952;Temmuz;July;Time_Calendar;2
953;Tencere;Pot;Objects_Things;3
954;Tepe;Hill;Places_Locations;2
955;Tepki;Reaction;Concepts;2
956;Tepsi;Tray;Objects_Things;2
957;Ter;Sweat;Body_Parts;1
958;Tercih etmek;To prefer;Actions_Activities;4
959;Terlik;Slippers;Objects_Things;2
960;Ters;Backwards;Adjectives;1
961;Teyze;Aunt (Mother's sister);People;2
962;Tip;Type;Concepts;1
963;Top;Ball;Objects_Things;1
964;Toplam;Total;Adjectives;3
965;Toplamak;To gather (or add numbers);Actions_Activities;3
966;Toplantı;Meeting;Events;3
967;Toplum;Society;Concepts;3
968;Toprak;Dirt;Places_Locations;2
969;Toz;Dust (or powder);Objects_Things;1
970;Trafik;Traffic;Concepts;2
971;Tren;Train;Transportation;2
972;Tüm;All, entire;Adjectives;2
973;Tür;Type;Concepts;1
974;Türkçe;Turkish;Language_Communication;2
975;Turuncu;Orange (the color, not the fruit);Colors;3
976;Tutmak;To catch, to hold;Actions_Activities;2
977;Tuvalet;Toilet;Places_Locations;3
978;Tuz;Salt;Food_Drink;1
979;Uç;Point;Adjectives;1
980;Üç;Three;Numbers;1
981;Uçak;Airplane;Transportation;2
982;Uçmak;To fly;Actions_Activities;2
983;Ücret;Price (or salary);Finance;2
984;Üçüncü;Third;Numbers;3
985;Ucuz;Cheap;Adjectives;2
986;Ufak;Tiny;Adjectives;2
987;Uğraşmak;To struggle;Actions_Activities;3
988;Ulaşmak;To arrive;Actions_Activities;3
989;Ülke;Country;Places_Locations;2
990;Uluslararası;International;Places_Locations;6
991;Ummak;To hope;Feelings_Emotions;2
992;Üniversite;University;Education;5
993;Ünlü;Famous;Adjectives;2
994;Unutmak;To forget;Actions_Activities;3
995;Ürün;Product;Objects_Things;3
996;Usta;Expert, craftsman;Occupations;2
997;Üşümek;To be cold;Feelings_Emotions;3
998;Utanmak;To be shy;Feelings_Emotions;3
999;Uyanık;Awake;Adjectives;3
1000;Üye;Member;People;2
1001;Uygulamak;To apply;Actions_Activities;4
1002;Uygun;Available;Adjectives;3
1003;Uymak;To obey, to fit;Actions_Activities;2
1004;Uyumak;To sleep;Actions_Activities;3
1005;Uzak;Far;Adjectives;2
1006;Uzanmak;To lie down;Actions_Activities;3
1007;Uzatmak;To extend;Actions_Activities;3
1008;Üzgün;Sad;Adjectives;3
1009;Uzman;Expert;Occupations;3
1010;Üzüm;Grapes;Food_Drink;3
1011;Uzun;Long, tall;Adjectives;3
1012;Vakit;Time;Time_Calendar;2
1013;Varmak;To arrive;Actions_Activities;2
1014;Vatandaş;Citizen;People;3
1015;Vazgeçmek;To change one's mind;Actions_Activities;3
1016;Ve;And;Conjunctions;1
1017;Vergi;Tax;Finance;2
1018;Vermek;To give;Actions_Activities;2
1019;Veya;Or;Conjunctions;2
1020;Vücut;Body;Body_Parts;2
1021;Vurmak;To hit;Actions_Activities;2
1022;WC;Bathroom (water closet);Objects_Things;1
1023;Ya da;Or;Language_Communication;2
1024;Yabancı;Foreigner;People;3
1025;Yağ;Oil, fat;Objects_Things;1
1026;Yağmur;Rain;Weather;2
1027;Yakalamak;To catch;Actions_Activities;4
1028;Yakın;Near;Adjectives;3
1029;Yaklaşık;Approximately;Adjectives;3
1030;Yaklaşmak;To get closer;Actions_Activities;3
1031;Yakmak;To light (a fire, stove);Actions_Activities;2
1032;Yalnız;Alone;Adjectives;2
1033;Yani;In other words;Language_Communication;2
1034;Yanıt;Answer;Actions_Activities;2
1035;Yanlış;Wrong;Adjectives;2
1036;Yanmak;To burn;Actions_Activities;2
1037;Yapı;Structure;Objects_Things;2
1038;Yapmak;To do;Actions_Activities;2
1039;Yaprak;Leaf;Objects_Things;2
1040;Yara;Injury;Health;2
1041;Yaratmak;To create;Actions_Activities;3
1042;Yardım etmek;To help;Actions_Activities;4
1043;Yarım;Half;Adjectives;3
1044;Yaş;Age;Time_Calendar;1
1045;Yasa;Law;Concepts;2
1046;Yaşam;Life;Concepts;3
1047;Yaşamak;To live;Actions_Activities;3
1048;Yaşlı;Old (person);Adjectives;2
1049;Yatak;Bed;Objects_Things;2
1050;Yatmak;To lie down;Actions_Activities;2
1051;Yavaş;Slow;Adjectives;2
1052;Yaygın;Common, widespread;Adjectives;3
1053;Yaz;Summer;Time_Calendar;1
1054;Yazar;Author;Occupations;2
1055;Yazmak;To write;Actions_Activities;2
1056;Yedek;Extra;Objects_Things;2
1057;Yedi;Seven;Numbers;2
1058;Yemek;To Eat;Food_Drink;2
1059;Yeni;New;Adjectives;2
1060;Yer;Place, floor;Places_Locations;1
1061;Yeşil;Green;Colors;2
1062;Yetenek;Skill;Concepts;3
1063;Yeterli;Enough;Adjectives;3
1064;Yetmiş;Seventy;Numbers;2
1065;Yıl;Year;Time_Calendar;1
1066;Yılan;Snake;Animals;3
1067;Yıldız;Star;Objects_Things;2
1068;Yine;Again;Adverbs;2
1069;Yirmi;Twenty;Numbers;2
1070;Yiyecek;Food;Food_Drink;3
1071;Yoğun;Thick, busy;Adjectives;3
1072;Yoğurt;Yogurt;Food_Drink;2
1073;Yoksa;Or;Adverbs;2
1074;Yol;Road, path;Places_Locations;1
1075;Yön;Direction;Places_Locations;2
1076;Yönetici;Manager;Occupations;4
1077;Yönetmek;To lead;Actions_Activities;3
1078;Yöntem;Method;Concepts;3
1079;Yorulmak;To be exhausted;Actions_Activities;3
1080;Yorum;Comment;Language_Communication;3
1081;Yüksek;High;Adjectives;2
1082;Yumurta;Egg;Food_Drink;3
1083;Yumuşak;Soft;Adjectives;3
1084;Yurt dışı;Outside the country;Places_Locations;3
1085;Yurtiçi;Domestic (inside the country);Places_Locations;3
1086;Yürümek;To walk;Actions_Activities;3
1087;Yuvarlak;Round;Adjectives;3
1088;Yüz;Face, 100;Body_Parts;1
1089;Yüzde;Percent;Concepts;2
1090;Yüzyıl;Century;Time_Calendar;2
1091;Zafer;Victory;Concepts;2
1092;Zaman;Time;Time_Calendar;3
1093;Zarar;Damage;Concepts;2
1094;Zarf;Envelope, adverb;Objects_Things;1
1095;Zaten;Anyway, already;Adverbs;3
1096;Zayıf;Thin, weak;Adjectives;2
1097;Zehir;Poison;Objects_Things;2
1098;Zeki;Intelligent;Adjectives;2
1099;Zemin;Ground (floor);Places_Locations;3
1100;Zengin;Rich;Adjectives;3
1101;Zevk;Pleasure;Concepts;1
1102;Zeytin;Olive;Food_Drink;3
1103;Zil;Doorbell;Objects_Things;1
1104;Zor;Difficult;Adjectives;1
1105;olarak;as;Language_Communication;3
1106;ben;I;People;2
1107;onun;his;People;3
1108;bu;that;Adjectives;1
1109;diye;he;Adverbs;2
1110;oldu;was;Adjectives;2
1111;için;for;Adverbs;3
1112;üzerinde;on;Adverbs;4
1113;vardır;are;Adverbs;2
1114;ile;with;Adverbs;2
1115;onlar;they;People;2
1116;var;have;Adverbs;1
1117;dan;from;Adverbs;2
1118;tarafından;by;Adverbs;5
1119;ancak;but;Adverbs;2
1120;olduğunu;is;Adverbs;4
1121;o;it;People;1
1122;sen;you;People;2
1123;vardı;had;Adverbs;2
1124;arasında;of;Adverbs;4
1125;içinde;in;Adverbs;3
1126;biz;we;People;1
1127;üzerinden;out;Adverbs;5
1128;do;do;Adverbs;1
1129;onların;their;People;4
1130;eğer;if;Adverbs;2
1131;olacak;will;Adverbs;3
1132;dedi;said;Language_Communication;2
1133;söyle;tell;Language_Communication;2
1134;yok;does;Adverbs;1
1135;set;set;Adverbs;1
1136;istiyorum;want;Language_Communication;5
1137;iyi;well;Adjectives;2
1138;ayrıca;also;Adverbs;3
1139;liman;port;Places_Locations;3
1140;büyü;spell;Adjectives;2
1141;ekleyin;add;Actions_Activities;4
1142;hatta;even;Adverbs;2
1143;arazi;land;Places_Locations;3
1144;gerekir;must;Adverbs;3
1145;böyle;such;Adverbs;2
1146;izleyin;follow;Actions_Activities;4
1147;erkekler;men;People;3
1148;değişim;change;Concepts;4
1149;gitti;went;Actions_Activities;2
1150;ışık;light;Objects_Things;2
1151;kapalı;off;Adjectives;3
1152;gerek;need;Adverbs;2
1153;bizi;us;People;2
1154;inşa etmek;build;Actions_Activities;4
1155;öz;self;Adjectives;1
1156;herhangi bir;any;Adjectives;4
1157;iş;work;Occupations;1
1158;olsun;get;Adverbs;3
1159;yapılan;made;Actions_Activities;4
1160;geri;back;Adverbs;2
1161;geldi;came;Actions_Activities;2
1162;gösterisi;show;Actions_Activities;4
1163;bana;me;People;2
1164;bizim;our;People;3
1165;altında;under;Adverbs;3
1166;adı;name;People;2
1167;formu;form;Objects_Things;2
1168;yardım;help;Actions_Activities;3
1169;düşük;low;Adjectives;2
1170;hat;line;Objects_Things;1
1171;dönüş;turn;Actions_Activities;2
1172;sağ;right;Adverbs;1
1173;orada;there;Adverbs;3
1174;yukarı;up;Adverbs;3
1175;Kullanım;use;Actions_Activities;4
1176;senin;your;People;3
1177;hakkında;about;Adverbs;3
1178;o zaman;then;Adverbs;4
1179;onları;them;People;3
1180;would;would;Adverbs;1
1181;bu yüzden;so;Adverbs;4
1182;onu;her;People;2
1183;iki;two;Numbers;2
1184;bak;look;Actions_Activities;1
1185;daha fazla;more;Adverbs;4
1186;olabilir;could;Adverbs;4
1187;gel;come;Actions_Activities;1
1188;yaptım;did;Actions_Activities;3
1189;numarası;number;Numbers;4
1190;insanlar;people;People;3
1191;benim;my;People;3
1192;daha;than;Adverbs;2
1193;çağrı;call;Actions_Activities;2
1194;ilk;first;Numbers;1
1195;may;may;Time_Calendar;1
1196;aşağı;down;Adverbs;3
1197;yan;side;Adverbs;2
1198;standı;stand;Occupations;2
1199;kendi;own;Adjectives;2
1200;bulundu;found;Actions_Activities;3
1201;cevap;answer;Actions_Activities;2
1202;çalışma;study;Actions_Activities;3
1203;hala;still;Adverbs;2
1204;öğrenmek;learn;Actions_Activities;3
1205;let;let;Adverbs;1
1206;çapraz;cross;Adverbs;2
1207;çiftlik;farm;Places_Locations;2
1208;başlangıç;start;Actions_Activities;3
1209;hikaye;story;Actions_Activities;3
1210;testere;saw;Objects_Things;3
1211;çizmek;draw;Actions_Activities;2
1212;run;run;Actions_Activities;2
1213;yapamaz;don’t;Adjectives;3
1214;basın;press;Occupations;3
1215;aldı;took;Actions_Activities;2
1216;arkadaşı;friend;People;4
1217;başladı;began;Actions_Activities;3
1218;dur;stop;Adverbs;1
1219;bir kez;once;Adverbs;2
1220;baz;base;Objects_Things;1
1221;kesim;cut;Actions_Activities;3
1222;izle;watch;Actions_Activities;2
1223;ahşap;wood;Objects_Things;2
1224;ana;main;People;2
1225;sonraki;next;Adverbs;3
1226;başla;begin;Actions_Activities;2
1227;kolaylığı;ease;Adjectives;4
1228;her ikisi de;both;Adverbs;5
1229;işareti;mark;Objects_Things;4
1230;sık sık;often;Adverbs;2
1231;ayaklar;feet;Body_Parts;3
1232;bakım;care;Actions_Activities;3
1233;ikinci;second;Numbers;3
1234;olağan;usual;Adjectives;4
1235;yukarıdaki;above;Adverbs;5
1236;hiç;ever;Adverbs;1
1237;listesi;list;Objects_Things;3
1238;olsa;though;Adverbs;2
1239;tartışma;talk;Actions_Activities;3
1240;yakında;soon;Adverbs;3
1241;doğrudan;direct;Adverbs;4
1242;poz;pose;Objects_Things;1
1243;bırakın;leave;Actions_Activities;4
1244;ölçmek;measure;Actions_Activities;2
1245;rakam;numeral;Numbers;3
1246;rüzgar;wind;Weather;2
1247;komple;complete;Adjectives;2
1248;gemi;ship;Objects_Things;2
1249;sipariş;order;Actions_Activities;3
1250;yangın;fire;Actions_Activities;3
1251;söyledi;told;Language_Communication;3
1252;biliyordu;knew;Adverbs;4
1253;beri;since;Adverbs;2
1254;üst;top;Adjectives;1
1255;inch;inch;Measurement;1
1256;hiçbir şey;nothing;Adverbs;3
1257;tekerlek;wheel;Objects_Things;3
1258;kuvvet;force;Concepts;2
1259;nesne;object;Objects_Things;2
1260;yüzey;surface;Objects_Things;2
1261;ada;island;Places_Locations;2
1262;meşgul;busy;Adjectives;2
1263;Test;test;Actions_Activities;1
1264;tekne;boat;Objects_Things;2
1265;düzlem;plane;Objects_Things;3
1266;başkasının yeri;stead;Places_Locations;6
1267;koştu;ran;Actions_Activities;2
1268;kontrol;check;Actions_Activities;2
1269;oyunu;game;Actions_Activities;3
1270;özledim;miss;Feelings_Emotions;4
1271;getirdi;brought;Actions_Activities;3
1272;ısı;heat;Weather;2
1273;kar;snow;Weather;1
1274;doldurun;fill;Actions_Activities;4
1275;boya;paint;Objects_Things;2
1276;ünitesi;unit;Objects_Things;4
1277;ince;fine;Adjectives;2
1278;belirli;certain;Adjectives;3
1279;kurşun;lead;Objects_Things;3
1280;notu;note;Objects_Things;2
1281;bekleyin;wait;Adverbs;4
1282;planı;plan;Concepts;2
1283;i;noun;Letters_Alphabets;1
1284;gerisi;rest;Concepts;3
1285;yetenekli;able;Adjectives;4
1286;kiloluk;pound;Measurement;3
1287;bitti;done;Actions_Activities;2
1288;güzellik;beauty;Concepts;3
1289;durdu;stood;Actions_Activities;2
1290;içeren;contain;Actions_Activities;4
1291;ön;front;Adjectives;2
1292;nihai;final;Adjectives;2
1293;verdi;gave;Actions_Activities;2
1294;oh;oh;Language_Communication;1
1295;geliştirmek;develop;Actions_Activities;4
1296;ücretsiz;free;Adjectives;3
1297;zihin;mind;Concepts;3
1298;arkasında;behind;Location;4
1299;kuyruk;tail;Objects_Things;2
1300;üretmek;produce;Actions_Activities;3
1301;uzay;space;Science_Technology;2
1302;duydum;heard;Perception;3
1303;en iyi;best;Adjectives;3
1304;daha iyi;better;Adjectives;4
1305;sırasında;during;Time_Calendar;4
1306;hatırlıyorum;remember;Actions_Activities;6
1307;tutun;hold;Actions_Activities;3
1308;faiz;interest;Finance;1
1309;fiil;verb;Language_Communication;1
1310;şarkı söylemek;sing;Actions_Activities;5
1311;dinle;listen;Actions_Activities;2
1312;tablo;table;Objects_Things;2
1313;seyahat;travel;Actions_Activities;3
1314;desen;pattern;Concepts;3
1315;merkezi;center;Location;3
1316;hizmet;serve;Actions_Activities;2
1317;görünür;appear;Adjectives;3
1318;idare;govern;Actions_Activities;3
1319;Çek;pull;Actions_Activities;1
1320;avı;hunt;Actions_Activities;2
1321;muhtemel;probable;Adjectives;3
1322;hücre;cell;Science_Technology;2
1323;inanıyorum;believe;Concepts;6
1324;ani;sudden;Adjectives;2
1325;saymak;count;Actions_Activities;2
1326;kare;square;Shapes;2
1327;uzunluk;length;Measurement;3
1328;temsil;represent;Concepts;2
1329;boyut;size;Measurement;2
1330;yerleşmek;settle;Actions_Activities;3
1331;ağırlık;weight;Measurement;3
1332;buz;ice;Objects_Things;1
1333;çifti;pair;Numbers;2
1334;dahil;include;Concepts;2
1335;hece;syllable;Language_Communication;2
1336;keçe;felt;Objects_Things;2
1337;dalga;wave;Nature;2
1338;kalp;heart;Body_Parts;1
1339;duyuyorum;am;Perception;5
1340;mevcut;present;Adjectives;2
1341;dans;dance;Actions_Activities;1
1342;motor;engine;Objects_Things;2
1343;pozisyon;position;Actions_Activities;4
1344;yelken;sail;Objects_Things;3
1345;materyal;material;Objects_Things;3
1346;kesir;fraction;Math;2
1347;yarış;race;Actions_Activities;2
1348;penceresi;window;Objects_Things;4
1349;uyku;sleep;Actions_Activities;2
1350;kanıtlamak;prove;Actions_Activities;4
1351;egzersiz;exercise;Actions_Activities;3
1352;catch;catch;Actions_Activities;1
1353;dilek;wish;Actions_Activities;2
1354;gökyüzü;sky;Nature;3
1355;kurulu;board;Actions_Activities;3
1356;sevinç;joy;Feelings_Emotions;2
1357;Cts;sat;Days_Week;1
1358;yazılı;written;Language_Communication;3
1359;vahşi;wild;Adjectives;2
1360;enstrüman;instrument;Objects_Things;4
1361;tuttu;kept;Actions_Activities;2
1362;çim;grass;Nature;2
1363;inek;cow;Animals;2
1364;ziyareti;visit;Actions_Activities;4
1365;eğlenceli;fun;Adjectives;4
1366;parlak;bright;Adjectives;2
1367;umut;hope;Feelings_Emotions;2
1368;giydirmek;clothe;Actions_Activities;3
1369;garip;strange;Adjectives;2
1370;ticaret;trade;Actions_Activities;3
1371;melodi;melody;Music;3
1372;gezi;trip;Actions_Activities;2
1373;ofis;office;Places_Locations;2
1374;satır;row;Objects_Things;2
1375;sembol;symbol;Objects_Things;2
1376;en az;least;Adjectives;2
1377;hariç;except;Adverbs;2
1378;yazdı;wrote;Actions_Activities;2
1379;tohum;seed;Objects_Things;3
1380;sesi;tone;Perception;2
