WordID,TurkishWord,EnglishWord,Category,Difficulty
835,Se?im,Choice,131,Concepts,3
836,Se?mek,To choose,4,2
837,_ehir,City,11,2
838,Sehpa,Coffee table,5,2
839,_eker,Sugar,51,2
840,_ekil,Shape,49,2
841,Sekiz,Eight,9,2
842,Seksan,Eighty,9,3
843,Sene,Year,8,2
844,Sepet,Basket,5,2
845,Serbest,Free (independent),10,2
846,Sert,Hard,132,Adjectives,1
847,Servis,Shuttle,133,Concepts,2
848,Ses,Sound,96,1
849,Ses kayd? yapmak,To record (sound),4,5
850,Sevgi,Love,2,2
851,Sevinmek,To rejoice,134,Feelings_Emotions,3
852,Sevmek,To love,2,2
853,_ey,Thing,49,1
854,Seyretmek,To watch,4,3
855,S?cak,Warm,135,Adjectives,2
856,_ifre,Password,5,2
857,Sigara,Cigarette,5,3
858,Sigorta,Insurance,57,3
859,_iir,Poem,42,1
860,_ikayet etmek,To complain,4,5
861,S?k?lmak,To be bored with,2,3
862,S?k?nt?,Trouble,2,3
863,Silah,Weapon,5,2
864,Silmek,To erase,4,2
865,_imdi,Now,44,2
866,S?nav,Exam,47,2
867,Sinek,Fly (or other similar bug),62,2
868,S?n?f,Class,48,2
869,S?n?r,Border,136,Places_Locations,2
870,Sinirlenmek,To be angry,2,4
871,Sipari_ vermek,To place an order,4,5
872,S?ra,Turn,137,Concepts,2
873,Sirke,Vinegar,51,2
874,_irket,Company,36,2
875,S?rt,Back,50,1
876,_i_e,Bottle,5,2
877,Sistem,System,49,3
878,S?v?,Liquid,5,2
879,Siyah,Black,72,2
880,Siyaset,Politics,49,3
881,So_uk,Cold,10,2
882,Sohbet etmek,To chat,4,4
883,Sokak,Street,138,Places_Locations,2
884,Sokmak,To insert,139,Actions_Activities,2
885,Sol,Left,140,1
886,Son,Last,10,2
887,Sonbahar,Fall,8,3
888,Sonra,After,44,2
889,Sonsuz,Forever,10,2
890,Sonu?,Result,49,2
891,Sormak,To ask,4,2
892,Soru,Question,42,2
893,Sorun,Problem,49,3
894,Sos,Sauce,51,1
895,Sosyal,Social,10,2
896,Sote,Saute,51,2
897,S?ylemek,To say,42,3
898,S?z,Word,141,Language_Communication,1
899,Spor yapmak,To exercise,121,3
900,Su,Water,5,1
901,_ubat,February,8,2
902,Su?,Crime,142,Concepts,1
903,Sunmak,To offer,143,Actions_Activities,2
904,_?phe,Suspicion,144,Feelings_Emotions,2
905,S?re,Duration,49,2
906,S?rekli,Continuously,10,3
907,S?rmek,To spread,145,Actions_Activities,2
908,S?rpriz,Surprise,49,2
909,S?r?c?,Driver,36,3
910,Susamak,To be thirsty,2,3
911,S?t,Milk,51,1
912,Tabak,Plate,5,2
913,Tabii,Of course,44,2
914,Tahmin etmek,To predict,4,4
915,Tahta,Wood,5,2
916,Tak?m,Team,5,3
917,Takip etmek,To follow,4,4
918,Takmak,To hang up,146,Actions_Activities,2
919,Taksit,Payment in installments,57,2
920,Talep,Request,4,2
921,Tam,Exact,147,Adjectives,2
922,Tamam,Okay,148,Adverbs,3
923,Tamir etmek,To repair,4,4
924,Tane,Piece,6,Objects_Things,2
925,Tan?mak,To know (person),4,3
926,Tan?_mak,To meet (for the first time),4,3
927,Taraf,Side,49,2
928,Tarih,Date,149,Time_Calendar,2
929,Tart?_mak,To argue,4,3
930,Tarz,Style,49,1
931,Ta_,Stone,5,1
932,Ta_?mak,To carry,150,Actions_Activities,3
933,Tatil,Vacation,8,2
934,Tatl?,Sweet,151,Food_Drink,2
935,Tavan,Ceiling,5,3
936,Tav_an,Rabbit,62,3
937,Tavsiye etmek,To recommend,4,5
938,Taze,Fresh,10,2
939,Tebrik etmek,To congratulate,4,4
940,Tedavi,Therapy,4,3
941,Tehlike,Danger,49,3
942,Tek,Single,152,Adjectives,1
943,Teknik,Technical,153,Concepts,2
944,Teknoloji,Technology,49,4
945,Tekrar,Again,44,2
946,Telefon,Telephone,5,4
947,Televizyon,Television,5,5
948,Tembel,Lazy,10,2
949,Temel,Foundation,10,2
950,Temiz,Clean,10,2
951,Temizlemek,To clean (something),4,4
952,Temmuz,July,8,2
953,Tencere,Pot,5,3
954,Tepe,Hill,11,2
955,Tepki,Reaction,49,2
956,Tepsi,Tray,5,2
957,Ter,Sweat,50,1
958,Tercih etmek,To prefer,4,4
959,Terlik,Slippers,5,2
960,Ters,Backwards,10,1
961,Teyze,Aunt (Mother's sister),70,2
962,Tip,Type,49,1
963,Top,Ball,5,1
964,Toplam,Total,10,3
965,Toplamak,To gather (or add numbers),4,3
966,Toplant?,Meeting,47,3
967,Toplum,Society,49,3
968,Toprak,Dirt,11,2
969,Toz,Dust (or powder),5,1
970,Trafik,Traffic,49,2
971,Tren,Train,119,2
972,T?m,All,28,Adjectives,2
973,T?r,Type,49,1
974,T?rk?e,Turkish,42,2
975,Turuncu,Orange (the color,154,Colors,3
976,Tutmak,To catch,155,Actions_Activities,2
977,Tuvalet,Toilet,11,3
978,Tuz,Salt,51,1
979,U?,Point,10,1
980,??,Three,9,1
981,U?ak,Airplane,119,2
982,U?mak,To fly,4,2
983,?cret,Price (or salary),57,2
984,???nc?,Third,9,3
985,Ucuz,Cheap,10,2
986,Ufak,Tiny,10,2
987,U_ra_mak,To struggle,4,3
988,Ula_mak,To arrive,4,3
989,?lke,Country,11,2
990,Uluslararas?,International,11,6
991,Ummak,To hope,2,2
992,?niversite,University,48,5
993,?nl?,Famous,10,2
994,Unutmak,To forget,4,3
995,?r?n,Product,5,3
996,Usta,Expert,156,Occupations,2
997,?_?mek,To be cold,2,3
998,Utanmak,To be shy,2,3
999,Uyan?k,Awake,10,3
1000,?ye,Member,70,2
1001,Uygulamak,To apply,4,4
1002,Uygun,Available,10,3
1003,Uymak,To obey,157,Actions_Activities,2
1004,Uyumak,To sleep,4,3
1005,Uzak,Far,10,2
1006,Uzanmak,To lie down,4,3
1007,Uzatmak,To extend,4,3
1008,?zg?n,Sad,10,3
1009,Uzman,Expert,36,3
1010,?z?m,Grapes,51,3
1011,Uzun,Long,158,Adjectives,3
1012,Vakit,Time,8,2
1013,Varmak,To arrive,4,2
1014,Vatanda_,Citizen,70,3
1015,Vazge?mek,To change one's mind,4,3
1016,Ve,And,43,1
1017,Vergi,Tax,57,2
1018,Vermek,To give,4,2
1019,Veya,Or,43,2
1020,V?cut,Body,50,2
1021,Vurmak,To hit,4,2
1022,WC,Bathroom (water closet),5,1
1023,Ya da,Or,42,2
1024,Yabanc?,Foreigner,70,3
1025,Ya_,Oil,159,Objects_Things,1
1026,Ya_mur,Rain,78,2
1027,Yakalamak,To catch,4,4
1028,Yak?n,Near,10,3
1029,Yakla_?k,Approximately,10,3
1030,Yakla_mak,To get closer,4,3
1031,Yakmak,To light (a fire,160,Actions_Activities,2
1032,Yaln?z,Alone,10,2
1033,Yani,In other words,42,2
1034,Yan?t,Answer,4,2
1035,Yanl?_,Wrong,10,2
1036,Yanmak,To burn,4,2
1037,Yap?,Structure,5,2
1038,Yapmak,To do,4,2
1039,Yaprak,Leaf,5,2
1040,Yara,Injury,73,2
1041,Yaratmak,To create,4,3
1042,Yard?m etmek,To help,4,4
1043,Yar?m,Half,10,3
1044,Ya_,Age,8,1
1045,Yasa,Law,49,2
1046,Ya_am,Life,49,3
1047,Ya_amak,To live,4,3
1048,Ya_l?,Old (person),10,2
1049,Yatak,Bed,5,2
1050,Yatmak,To lie down,4,2
1051,Yava_,Slow,10,2
1052,Yayg?n,Common,161,Adjectives,3
1053,Yaz,Summer,8,1
1054,Yazar,Author,36,2
1055,Yazmak,To write,4,2
1056,Yedek,Extra,5,2
1057,Yedi,Seven,9,2
1058,Yemek,To Eat,51,2
1059,Yeni,New,10,2
1060,Yer,Place,162,Places_Locations,1
1061,Ye_il,Green,72,2
1062,Yetenek,Skill,49,3
1063,Yeterli,Enough,10,3
1064,Yetmi_,Seventy,9,2
1065,Y?l,Year,8,1
1066,Y?lan,Snake,62,3
1067,Y?ld?z,Star,5,2
1068,Yine,Again,44,2
1069,Yirmi,Twenty,9,2
1070,Yiyecek,Food,51,3
1071,Yo_un,Thick,163,Adjectives,3
1072,Yo_urt,Yogurt,51,2
1073,Yoksa,Or,44,2
1074,Yol,Road,164,Places_Locations,1
1075,Y?n,Direction,11,2
1076,Y?netici,Manager,36,4
1077,Y?netmek,To lead,4,3
1078,Y?ntem,Method,49,3
1079,Yorulmak,To be exhausted,4,3
1080,Yorum,Comment,42,3
1081,Y?ksek,High,10,2
1082,Yumurta,Egg,51,3
1083,Yumu_ak,Soft,10,3
1084,Yurt d?_?,Outside the country,11,3
1085,Yurti?i,Domestic (inside the country),11,3
1086,Y?r?mek,To walk,4,3
1087,Yuvarlak,Round,10,3
1088,Y?z,Face,165,Body_Parts,1
1089,Y?zde,Percent,49,2
1090,Y?zy?l,Century,8,2
1091,Zafer,Victory,49,2
1092,Zaman,Time,8,3
1093,Zarar,Damage,49,2
1094,Zarf,Envelope,166,Objects_Things,1
1095,Zaten,Anyway,167,Adverbs,3
1096,Zay?f,Thin,168,Adjectives,2
1097,Zehir,Poison,5,2
1098,Zeki,Intelligent,10,2
1099,Zemin,Ground (floor),11,3
1100,Zengin,Rich,10,3
1101,Zevk,Pleasure,49,1
1102,Zeytin,Olive,51,3
1103,Zil,Doorbell,5,1
1104,Zor,Difficult,10,1
1105,olarak,as,42,3
1106,ben,I,70,2
1107,onun,his,70,3
1108,bu,that,10,1
1109,diye,he,44,2
1110,oldu,was,10,2
1111,i?in,for,44,3
1112,?zerinde,on,44,4
1113,vard?r,are,44,2
1114,ile,with,44,2
1115,onlar,they,70,2
1116,var,have,44,1
1117,dan,from,44,2
1118,taraf?ndan,by,44,5
1119,ancak,but,44,2
1120,oldu_unu,is,44,4
1121,o,it,70,1
1122,sen,you,70,2
1123,vard?,had,44,2
1124,aras?nda,of,44,4
1125,i?inde,in,44,3
1126,biz,we,70,1
1127,?zerinden,out,44,5
1128,do,do,44,1
1129,onlar?n,their,70,4
1130,e_er,if,44,2
1131,olacak,will,44,3
1132,dedi,said,42,2
1133,s?yle,tell,42,2
1134,yok,does,44,1
1135,set,set,44,1
1136,istiyorum,want,42,5
1137,iyi,well,10,2
1138,ayr?ca,also,44,3
1139,liman,port,11,3
1140,b?y?,spell,10,2
1141,ekleyin,add,4,4
1142,hatta,even,44,2
1143,arazi,land,11,3
1144,gerekir,must,44,3
1145,b?yle,such,44,2
1146,izleyin,follow,4,4
1147,erkekler,men,70,3
1148,de_i_im,change,49,4
1149,gitti,went,4,2
1150,?_?k,light,5,2
1151,kapal?,off,10,3
1152,gerek,need,44,2
1153,bizi,us,70,2
1154,in_a etmek,build,4,4
1155,?z,self,10,1
1156,herhangi bir,any,10,4
1157,i_,work,36,1
1158,olsun,get,44,3
1159,yap?lan,made,4,4
1160,geri,back,44,2
1161,geldi,came,4,2
1162,g?sterisi,show,4,4
1163,bana,me,70,2
1164,bizim,our,70,3
1165,alt?nda,under,44,3
1166,ad?,name,70,2
1167,formu,form,5,2
1168,yard?m,help,4,3
1169,d?_?k,low,10,2
1170,hat,line,5,1
1171,d?n?_,turn,4,2
1172,sa_,right,44,1
1173,orada,there,44,3
1174,yukar?,up,44,3
1175,Kullan?m,use,4,4
1176,senin,your,70,3
1177,hakk?nda,about,44,3
1178,o zaman,then,44,4
1179,onlar?,them,70,3
1180,would,would,44,1
1181,bu y?zden,so,44,4
1182,onu,her,70,2
1183,iki,two,9,2
1184,bak,look,4,1
1185,daha fazla,more,44,4
1186,olabilir,could,44,4
1187,gel,come,4,1
1188,yapt?m,did,4,3
1189,numaras?,number,9,4
1190,insanlar,people,70,3
1191,benim,my,70,3
1192,daha,than,44,2
1193,?a_r?,call,4,2
1194,ilk,first,9,1
1195,may,may,8,1
1196,a_a_?,down,44,3
1197,yan,side,44,2
1198,stand?,stand,36,2
1199,kendi,own,10,2
1200,bulundu,found,4,3
1201,cevap,answer,4,2
1202,?al?_ma,study,4,3
1203,hala,still,44,2
1204,?_renmek,learn,4,3
1205,let,let,44,1
1206,?apraz,cross,44,2
1207,?iftlik,farm,11,2
1208,ba_lang??,start,4,3
1209,hikaye,story,4,3
1210,testere,saw,5,3
1211,?izmek,draw,4,2
1212,run,run,4,2
1213,yapamaz,don?t,10,3
1214,bas?n,press,36,3
1215,ald?,took,4,2
1216,arkada_?,friend,70,4
1217,ba_lad?,began,4,3
1218,dur,stop,44,1
1219,bir kez,once,44,2
1220,baz,base,5,1
1221,kesim,cut,4,3
1222,izle,watch,4,2
1223,ah_ap,wood,5,2
1224,ana,main,70,2
1225,sonraki,next,44,3
1226,ba_la,begin,4,2
1227,kolayl?_?,ease,10,4
1228,her ikisi de,both,44,5
1229,i_areti,mark,5,4
1230,s?k s?k,often,44,2
1231,ayaklar,feet,50,3
1232,bak?m,care,4,3
1233,ikinci,second,9,3
1234,ola_an,usual,10,4
1235,yukar?daki,above,44,5
1236,hi?,ever,44,1
1237,listesi,list,5,3
1238,olsa,though,44,2
1239,tart?_ma,talk,4,3
1240,yak?nda,soon,44,3
1241,do_rudan,direct,44,4
1242,poz,pose,5,1
1243,b?rak?n,leave,4,4
1244,?l?mek,measure,4,2
1245,rakam,numeral,9,3
1246,r?zgar,wind,78,2
1247,komple,complete,10,2
1248,gemi,ship,5,2
1249,sipari_,order,4,3
1250,yang?n,fire,4,3
1251,s?yledi,told,42,3
1252,biliyordu,knew,44,4
1253,beri,since,44,2
1254,?st,top,10,1
1255,inch,inch,92,1
1256,hi?bir _ey,nothing,44,3
1257,tekerlek,wheel,5,3
1258,kuvvet,force,49,2
1259,nesne,object,5,2
1260,y?zey,surface,5,2
1261,ada,island,11,2
1262,me_gul,busy,10,2
1263,Test,test,4,1
1264,tekne,boat,5,2
1265,d?zlem,plane,5,3
1266,ba_kas?n?n yeri,stead,11,6
1267,ko_tu,ran,4,2
1268,kontrol,check,4,2
1269,oyunu,game,4,3
1270,?zledim,miss,2,4
1271,getirdi,brought,4,3
1272,?s?,heat,78,2
1273,kar,snow,78,1
1274,doldurun,fill,4,4
1275,boya,paint,5,2
1276,?nitesi,unit,5,4
1277,ince,fine,10,2
1278,belirli,certain,10,3
1279,kur_un,lead,5,3
1280,notu,note,5,2
1281,bekleyin,wait,44,4
1282,plan?,plan,49,2
1283,i,noun,169,1
1284,gerisi,rest,49,3
1285,yetenekli,able,10,4
1286,kiloluk,pound,92,3
1287,bitti,done,4,2
1288,g?zellik,beauty,49,3
1289,durdu,stood,4,2
1290,i?eren,contain,4,4
1291,?n,front,10,2
1292,nihai,final,10,2
1293,verdi,gave,4,2
1294,oh,oh,42,1
1295,geli_tirmek,develop,4,4
1296,?cretsiz,free,10,3
1297,zihin,mind,49,3
1298,arkas?nda,behind,170,4
1299,kuyruk,tail,5,2
1300,?retmek,produce,4,3
1301,uzay,space,171,2
1302,duydum,heard,96,3
1303,en iyi,best,10,3
1304,daha iyi,better,10,4
1305,s?ras?nda,during,8,4
1306,hat?rl?yorum,remember,4,6
1307,tutun,hold,4,3
1308,faiz,interest,57,1
1309,fiil,verb,42,1
1310,_ark? s?ylemek,sing,4,5
1311,dinle,listen,4,2
1312,tablo,table,5,2
1313,seyahat,travel,4,3
1314,desen,pattern,49,3
1315,merkezi,center,170,3
1316,hizmet,serve,4,2
1317,g?r?n?r,appear,10,3
1318,idare,govern,4,3
1319,?ek,pull,4,1
1320,av?,hunt,4,2
1321,muhtemel,probable,10,3
1322,h?cre,cell,171,2
1323,inan?yorum,believe,49,6
1324,ani,sudden,10,2
1325,saymak,count,4,2
1326,kare,square,172,2
1327,uzunluk,length,92,3
1328,temsil,represent,49,2
1329,boyut,size,92,2
1330,yerle_mek,settle,4,3
1331,a_?rl?k,weight,92,3
1332,buz,ice,5,1
1333,?ifti,pair,9,2
1334,dahil,include,49,2
1335,hece,syllable,42,2
1336,ke?e,felt,5,2
1337,dalga,wave,173,2
1338,kalp,heart,50,1
1339,duyuyorum,am,96,5
1340,mevcut,present,10,2
1341,dans,dance,4,1
1342,motor,engine,5,2
1343,pozisyon,position,4,4
1344,yelken,sail,5,3
1345,materyal,material,5,3
1346,kesir,fraction,174,2
1347,yar?_,race,4,2
1348,penceresi,window,5,4
1349,uyku,sleep,4,2
1350,kan?tlamak,prove,4,4
1351,egzersiz,exercise,4,3
1352,catch,catch,4,1
1353,dilek,wish,4,2
1354,g?ky?z?,sky,173,3
1355,kurulu,board,4,3
1356,sevin?,joy,2,2
1357,Cts,sat,175,1
1358,yaz?l?,written,42,3
1359,vah_i,wild,10,2
1360,enstr?man,instrument,5,4
1361,tuttu,kept,4,2
1362,?im,grass,173,2
1363,inek,cow,62,2
1364,ziyareti,visit,4,4
1365,e_lenceli,fun,10,4
1366,parlak,bright,10,2
1367,umut,hope,2,2
1368,giydirmek,clothe,4,3
1369,garip,strange,10,2
1370,ticaret,trade,4,3
1371,melodi,melody,176,3
1372,gezi,trip,4,2
1373,ofis,office,11,2
1374,sat?r,row,5,2
1375,sembol,symbol,5,2
1376,en az,least,10,2
1377,hari?,except,44,2
1378,yazd?,wrote,4,2
1379,tohum,seed,5,3
1380,sesi,tone,96,2
1381,?nermek,suggest,4,3
1382,molas?,break,4,3
1383,bayan,lady,70,3
1384,yarda,yard,11,2
1385,y?kselecek,rise,4,4
1386,darbe,blow,4,2
1387,dokunma,touch,4,3
1388,b?y?d?,grew,4,3
1389,tel,wire,5,1
1390,maliyet,cost,57,3
1391,kaybetti,lost,4,3
1392,g?nderildi,sent,4,4
1393,d?_t?,fell,4,2
1394,ak?_,flow,4,2
1395,adil,fair,10,2
1396,kaydetmek,save,4,3
1397,kontrol?,control,4,3
1398,ondal?k,decimal,174,3
1399,k?rd?,broke,4,2
1400,dava,case,49,2
1401,o_lu,son,1,2
1402,?l?ek,scale,92,2
1403,y?ksek sesle,loud,44,4
1404,bahar,spring,8,2
1405,g?zlemlemek,observe,4,4
1406,?ns?z,consonant,42,2
1407,ulus,nation,70,2
1408,S?zl?k,dictionary,5,2
1409,h?z,speed,92,1
1410,Organ,organ,50,3
1411,?deme,pay,57,3
1412,elbise,dress,5,3
1413,bulut,cloud,5,2
1414,sessiz,quiet,10,2
1415,k???c?k,tiny,10,3
1416,t?rman?_,climb,4,3
1417,serin,cool,10,3
1418,dizayn,design,4,3
1419,deneme,experiment,4,3
1420,alt,bottom,170,1
1421,anahtar,key,5,3
1422,demir,iron,5,2
1423,sopa,stick,5,2
1424,cilt,skin,50,1
1425,g?l?mseme,smile,4,4
1426,k?r?_?k,crease,10,3
1427,atlama,jump,4,3
1428,kar_?lamak,meet,4,4
1429,k?k,root,177,1
1430,sat?n,buy,4,3
1431,y?kseltmek,raise,4,3
1432,it,push,62,1
1433,paragraf,paragraph,42,3
1434,Shall,shall,42,1
1435,tutulan,held,4,4
1436,tan?mlamak,describe,4,4
1437,a_??,cook,36,2
1438,g?venli,safe,10,3
1439,tipi,type,5,2
1440,hukuk,law,49,2
1441,bit,bit,5,1
1442,sahil,coast,11,2
1443,kopya,copy,4,2
1444,ifade,phrase,4,3
1445,uzun boylu,tall,10,4
1446,rulo,roll,5,2
1447,s?cakl?k,temperature,92,3
1448,sanayi,industry,49,3
1449,de_eri,value,49,3
1450,kavga,fight,4,2
1451,yalan,lie,4,3
1452,yendi,beat,4,2
1453,heyecanland?rmak,excite,4,6
1454,g?r?n?m,view,10,4
1455,sense,sense,42,2
1456,sermaye,capital,49,3
1457,olmaz,won?t,10,2
1458,s?re?,process,4,2
1459,i_letmek,operate,4,3
1460,uygulama,practice,4,4
1461,?_len,noon,8,3
1462,k?rpma,crop,4,2
1463,?a_da_,modern,10,2
1464,besleme,supply,4,3
1465,kimin,whose,23,3
1466,yerle_tirmek,locate,4,4
1467,halka,ring,5,2
1468,karakter,character,49,3
1469,yakaland?,caught,4,4
1470,d?nemi,period,8,3
1471,g?stermektedir,indicate,4,5
1472,radyo,radio,5,2
1473,konu_tu,spoke,42,3
1474,atomudur,atom,171,4
1475,insan,human,70,3
1476,ge?mi_i,history,8,3
1477,etkisi,effect,49,3
1478,bekliyoruz,expect,4,4
1479,kemik,bone,50,2
1480,demiryolu,rail,5,4
1481,hayal,imagine,49,2
1482,kat?l?yorum,agree,4,6
1483,b?ylece,thus,44,3
1484,nazik,gentle,10,2
1485,kaptan,captain,36,3
1486,san?r?m,guess,44,4
1487,keskin,sharp,10,3
1488,kanat,wing,50,2
1489,olu_turmak,create,4,4
1490,kom_u,neighbor,70,2
1491,y?kama,wash,4,3
1492,yarasa,bat,62,3
1493,yerine,rather,170,3
1494,kar_?la_t?rma,compare,49,5
1495,dize,string,5,2
1496,?an,bell,5,2
1497,ba_l?,depend,10,2
1498,ovmak,rub,4,2
1499,t?p,tube,5,1
1500,dolar,dollar,57,2
1501,ak?_?,stream,4,3
1502,korku,fear,2,2
1503,g?r?_,sight,49,2
1504,??gen,triangle,172,3
1505,gezegen,planet,5,4
1506,acele,hurry,10,3
1507,koloni,colony,5,3
1508,may?n,mine,5,3
1509,kravat,tie,5,2
1510,girin,enter,4,3
1511,arama,search,4,3
1512,gun,gun,5,2
1513,izin,allow,4,3
1514,?l?,dead,10,2
1515,??l,desert,11,1
1516,tak?m elbise,suit,5,5
1517,ak?m,current,5,3
1518,asans?r,lift,5,3
1519,g?l,rose,177,1
1520,iz,track,5,1
1521,ebeveyn,parent,70,4
1522,k?y?,shore,11,2
1523,b?l?nme,division,49,3
1524,levha,sheet,5,2
1525,iyilik,favor,10,3
1526,sonras?,post,8,3
1527,akor,chord,176,2
1528,_i_man,fat,10,3
1529,memnun,glad,10,3
1530,orijinal,original,10,4
1531,pay?,share,57,2
1532,istasyon,station,11,4
1533,bar,bar,11,1
1534,teklif,offer,4,2
1535,segmenti,segment,5,3
1536,k?le,slave,70,2
1537,?rdek,duck,62,2
1538,anl?k,instant,10,2
1539,derecesi,degree,92,4
1540,civciv,chick,62,2
1541,sevgili,dear,70,3
1542,d?_man,enemy,70,3
1543,i?ki,drink,51,2
1544,meydana,occur,4,3
1545,konu_ma,speech,42,3
1546,do_a,nature,173,2
1547,aral?_?,range,92,4
1548,buhar,steam,173,2
1549,log,log,5,1
1550,di_ler,teeth,50,2
1551,kabuk,shell,5,2
1552,oksijen,oxygen,171,4
1553,beceri,skill,49,3
1554,sezon,season,8,3
1555,m?knat?s,magnet,5,3
1556,te_ekk?r ederim,thank,42,7
1557,_ube,branch,5,2
1558,sonek,suffix,42,2
1559,incir,fig,51,2
1560,korkuyor,afraid,2,3
1561,?elik,steel,5,2
1562,ileri,forward,10,3
1563,benzer,similar,10,2
1564,k?lavuz,guide,36,3
1565,deneyim,experience,4,4
1566,sat?n ald?,bought,4,4
1567,a?t?,led,4,2
1568,zift,pitch,5,1
1569,ceket,coat,5,2
1570,kitle,mass,49,2
1571,halat,rope,5,2
1572,kayma,slip,4,2
1573,win,win,4,2
1574,durumu,condition,49,3
1575,beslemek,feed,4,3
1576,arac?,tool,5,3
1577,vadi,valley,11,2
1578,blo_u,block,5,2
1579,grafi_i,chart,5,3
1580,anla_ma,deal,4,3
1581,y?zmek,swim,4,2
1582,vadeli,term,57,3
1583,kar_?s?nda,opposite,170,4
1584,kar?s?,wife,1,3
1585,omuz,shoulder,50,2
1586,yaymak,spread,4,2
1587,kamp,camp,11,1
1588,icat,invent,4,2
1589,do_mu_,born,10,2
1590,belirlemek,determine,4,4
1591,kuart,quart,5,1
1592,kamyon,truck,119,3
1593,g?r?lt?,noise,96,3
1594,seviyesi,level,49,4
1595,stre?,stretch,5,1
1596,parlakl?k,shine,10,3
1597,m?lkiyet,property,49,3
1598,s?tun,column,5,3
1599,molek?l?,molecule,171,4
1600,se?in,select,4,3
1601,gerektirir,require,49,4
1602,haz?rlamak,prepare,4,4
1603,?o_ul,plural,42,2
1604,?fke,anger,2,2
1605,iddia,claim,49,2
1606,k?ta,continent,11,2
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
,,,178,
